File,Target 1,Target 2,Target 3,Target 4,Target 5,Target 6,Mean_Distance_To_Center,fails
File 1 Pointing_Rating_Scene_2024-04-02_13-51-17.log,10.107352999999996,6.133267000000004,4.058315,9.164734000000003,30.730227999999997,12.300140999999996,11.6739035,1
File 7 Pointing_Rating_Scene_2024-04-04_16-14-37.log,7.182442000000002,22.11417399999999,10.249168000000012,28.188339,10.756850999999983,14.198914000000002,3.7317935,4
File 8 Pointing_Rating_Scene_2024-04-04_17-14-55.log,9.199005,3.0992360000000048,2.158705999999995,1.8328100000000092,4.8574139999999915,2.383560000000003,11.138120666666666,0
